Churn,Tenure,CityTier,WarehouseToHome,HourSpendOnApp,NumberOfDeviceRegistered,SatisfactionScore,NumberOfAddress,Complain,OrderAmountHikeFromlastYear,CouponUsed,OrderCount,DaySinceLastOrder,CashbackAmount,PreferredLoginDevice_Mobile Phone,PreferredLoginDevice_Phone,PreferredPaymentMode_COD,PreferredPaymentMode_Cash on Delivery,PreferredPaymentMode_Credit Card,PreferredPaymentMode_Debit Card,PreferredPaymentMode_E wallet,PreferredPaymentMode_UPI,Gender_Male,PreferedOrderCat_Grocery,PreferedOrderCat_Laptop & Accessory,PreferedOrderCat_Mobile,PreferedOrderCat_Mobile Phone,PreferedOrderCat_Others,MaritalStatus_Married,MaritalStatus_Single
1,0.01639344262295082,0.0,0.09016393442622951,0.6,0.6,1.0,0.14285714285714285,1.0,0.06666666666666667,0.0625,0.06666666666666667,0.021739130434782608,0.48223022246838365,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,True
1,0.0,0.0,0.06557377049180328,0.4,0.4,0.5,0.14285714285714285,1.0,0.13333333333333333,0.25,0.4,0.15217391304347827,0.4104433982584079,False,True,True,False,False,False,False,False,False,False,False,True,False,False,True,False
0,0.19672131147540983,0.0,0.13934426229508196,0.8,0.8,0.25,0.047619047619047616,1.0,0.26666666666666666,0.125,0.06666666666666667,0.21739130434782608,0.7387919628296256,True,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False
0,0.14754098360655737,0.0,0.06557377049180328,0.4,0.6,0.75,0.047619047619047616,0.0,0.06666666666666667,0.0625,0.0,0.021739130434782608,0.3735807255607865,False,True,False,False,False,False,False,False,True,False,False,True,False,False,True,False
0,0.18032786885245902,0.0,0.00819672131147541,0.4,0.0,0.0,0.0,0.0,0.13333333333333333,0.0,0.0,0.17391304347826086,0.542324379211668,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True
0,0.2459016393442623,0.0,0.22131147540983606,0.4,0.4,1.0,0.14285714285714285,1.0,0.4,0.0,0.06666666666666667,0.0,0.7135911874211515,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
0,0.13114754098360656,0.0,0.06557377049180328,0.4,0.4,0.5,0.14285714285714285,0.0,0.6666666666666666,0.0,0.0,0.13043478260869565,0.6222037601156959,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True
1,0.0,0.0,0.06557377049180328,0.6,0.8,0.5,0.047619047619047616,1.0,0.8666666666666667,0.0625,0.0,0.13043478260869565,0.4945998338410413,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,True
0,0.32786885245901637,0.5,0.22131147540983606,0.6,0.4,0.5,0.14285714285714285,0.0,0.26666666666666666,0.0625,0.0,0.0,0.9125819255977107,True,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False
1,0.01639344262295082,0.0,0.08196721311475409,0.6,0.8,0.75,0.09523809523809523,0.0,0.13333333333333333,0.0625,0.06666666666666667,0.021739130434782608,0.4234284131819441,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,True
1,0.01639344262295082,1.0,0.05737704918032787,0.6,0.6,0.5,0.09523809523809523,1.0,0.2,0.125,0.06666666666666667,0.021739130434782608,0.47235299547678383,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True
0,0.08196721311475409,1.0,0.07377049180327869,0.6,0.6,0.75,0.047619047619047616,1.0,0.0,0.6875,0.6666666666666666,0.1956521739130435,0.4685682636388812,True,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False
0,0.14754098360655737,0.0,0.14754098360655737,0.6,0.6,0.75,0.047619047619047616,0.0,0.6666666666666666,0.0625,0.0,0.0,0.3731499430751716,False,True,False,False,False,False,False,True,True,False,False,True,False,False,True,False
1,0.01639344262295082,0.5,0.19672131147540983,0.6,0.8,0.75,0.09523809523809523,0.0,0.13333333333333333,0.125,0.06666666666666667,0.021739130434782608,0.47272223760731097,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False
1,0.01639344262295082,1.0,0.21311475409836064,0.6,0.8,0.75,0.047619047619047616,1.0,0.8666666666666667,0.1875,0.6666666666666666,0.2391304347826087,0.5261392658235639,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True
0,0.09836065573770492,1.0,0.1885245901639344,0.6,0.4,0.75,0.0,0.0,0.13333333333333333,0.0,0.0,0.15217391304347827,0.4968152866242038,False,False,False,False,False,False,True,False,True,False,True,False,False,False,True,False
0,0.13114754098360656,0.0,0.09016393442622951,0.4,0.4,0.0,0.047619047619047616,0.0,0.6,0.0,0.0,0.043478260869565216,0.42822856087879624,False,True,False,False,False,False,False,True,True,False,False,False,True,False,True,False
1,0.01639344262295082,1.0,0.22950819672131148,0.6,0.8,1.0,0.2857142857142857,0.0,0.3333333333333333,0.0625,0.06666666666666667,0.043478260869565216,0.5906643281331734,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True
0,0.0,0.0,0.00819672131147541,0.4,0.4,0.75,0.047619047619047616,0.0,0.6,0.0,0.0,0.08695652173913043,0.5045386011877289,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False
1,0.0,0.0,0.07377049180327869,0.4,0.4,0.75,0.047619047619047616,1.0,0.4,0.0,0.0,0.0,0.38179636296501435,False,True,False,False,False,False,False,False,True,False,False,True,False,False,True,False
0,0.14754098360655737,0.0,0.01639344262295082,0.6,0.6,0.5,0.047619047619047616,0.0,0.2,0.0,0.0,0.0,0.35579556294039816,True,False,False,False,False,True,False,False,True,False,False,False,True,False,True,False
1,0.0,0.0,0.02459016393442623,0.6,0.4,0.0,0.2857142857142857,1.0,0.13333333333333333,0.0,0.06666666666666667,0.043478260869565216,0.42222837625773096,False,False,False,False,False,True,False,False,True,False,False,False,True,False,True,False
0,0.4262295081967213,0.0,0.01639344262295082,0.8,0.8,0.5,0.047619047619047616,0.0,0.26666666666666666,0.125,0.7333333333333333,0.21739130434782608,1.0,True,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False
1,0.0,1.0,0.16393442622950818,0.6,0.0,0.0,0.38095238095238093,1.0,0.13333333333333333,0.0,0.0,0.08695652173913043,0.4709067971322194,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,True
0,0.32786885245901637,1.0,0.01639344262295082,0.8,0.6,1.0,0.09523809523809523,0.0,1.0,0.5625,1.0,0.06521739130434782,0.7062678851656974,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
0,0.03278688524590164,0.0,0.00819672131147541,0.6,0.4,0.25,0.047619047619047616,0.0,0.26666666666666666,0.0,0.0,0.043478260869565216,0.4233976430044001,False,True,False,False,False,True,False,False,False,False,False,False,True,False,True,False
1,0.01639344262295082,0.5,0.19672131147540983,0.6,1.0,0.5,0.09523809523809523,0.0,0.06666666666666667,0.0625,0.06666666666666667,0.021739130434782608,0.43247484537985786,False,True,False,False,False,False,False,True,True,False,False,False,True,False,True,False
0,0.03278688524590164,1.0,0.22950819672131148,0.6,0.8,1.0,0.09523809523809523,0.0,0.06666666666666667,0.125,0.06666666666666667,0.10869565217391304,0.5299855380165543,True,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False
0,0.09836065573770492,1.0,0.07377049180327869,0.8,0.6,0.0,0.23809523809523808,0.0,0.13333333333333333,0.0625,0.06666666666666667,0.06521739130434782,0.6678359334133358,True,False,False,False,False,False,True,False,True,False,True,False,False,False,True,False
0,0.4426229508196721,0.0,0.20491803278688525,0.8,0.6,0.0,0.3333333333333333,0.0,0.5333333333333333,0.0625,0.2,0.1956521739130435,0.8238715037385765,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True
1,0.01639344262295082,1.0,0.19672131147540983,0.6,0.6,0.5,0.09523809523809523,1.0,0.6,0.0625,0.06666666666666667,0.021739130434782608,0.4361672666851288,False,True,False,False,False,False,True,False,True,False,False,False,True,False,False,True
1,0.0,0.0,0.05737704918032787,0.6,0.4,1.0,0.09523809523809523,0.0,0.0,0.0,0.0,0.06521739130434782,0.39878150096926057,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,True
1,0.01639344262295082,0.0,0.2459016393442623,0.6,0.4,1.0,0.3333333333333333,1.0,0.5333333333333333,0.0,0.0,0.0,0.513031170189852,True,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False
1,0.3442622950819672,0.0,0.03278688524590164,0.6,0.6,0.75,0.38095238095238093,1.0,0.26666666666666666,0.5,0.8666666666666667,0.1956521739130435,0.9768300563094248,True,False,False,False,False,True,False,False,True,False,False,False,False,True,False,True
1,0.09836065573770492,1.0,0.08196721311475409,0.4,0.8,0.5,0.38095238095238093,0.0,0.13333333333333333,0.0,0.0,0.06521739130434782,0.4721991445890643,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True
1,0.01639344262295082,0.0,0.03278688524590164,0.6,0.6,1.0,0.38095238095238093,0.0,0.6666666666666666,0.125,0.06666666666666667,0.17391304347826086,0.46792208991045875,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False
1,0.0,0.0,0.21311475409836064,0.6,0.4,0.0,0.047619047619047616,1.0,0.8666666666666667,0.0,0.0,0.021739130434782608,0.393704421674513,False,True,False,False,False,True,False,False,True,False,False,True,False,False,False,True
0,0.04918032786885246,0.5,0.06557377049180328,0.6,0.8,0.75,0.09523809523809523,0.0,0.06666666666666667,0.125,0.06666666666666667,0.021739130434782608,0.4709067971322194,True,False,False,False,True,False,False,False,True,False,False,False,True,False,True,False
0,0.06557377049180328,1.0,0.1721311475409836,0.6,0.0,0.25,0.0,0.0,0.06666666666666667,0.0625,0.06666666666666667,0.043478260869565216,0.39358134096433733,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False
1,0.14754098360655737,1.0,0.18032786885245902,0.4,0.6,0.75,0.047619047619047616,1.0,0.13333333333333333,0.0,0.0,0.0,0.372965322009908,False,True,False,False,False,False,False,True,True,False,False,True,False,False,False,True
1,0.14754098360655737,1.0,0.08196721311475409,0.4,0.4,0.0,0.19047619047619047,0.0,0.0,0.0,0.2,0.06521739130434782,0.6183574879227053,True,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False
1,0.01639344262295082,0.5,0.19672131147540983,0.6,1.0,0.5,0.09523809523809523,0.0,0.06666666666666667,0.0625,0.06666666666666667,0.021739130434782608,0.43247484537985786,False,True,False,False,False,False,False,True,True,False,False,False,True,False,True,False
0,0.14754098360655737,0.0,0.00819672131147541,0.4,0.4,0.75,0.0,0.0,0.26666666666666666,0.0,0.0,0.10869565217391304,0.4685682636388812,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False
0,0.08196721311475409,1.0,0.07377049180327869,0.4,0.0,0.25,0.047619047619047616,0.0,0.26666666666666666,0.0,0.0,0.17391304347826086,0.49875380780947104,True,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False
0,0.14754098360655737,0.0,0.22950819672131148,0.6,0.4,0.5,0.2857142857142857,0.0,0.13333333333333333,0.0,0.4,0.15217391304347827,0.46884519523677654,True,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False
1,0.0,0.0,0.1885245901639344,0.6,0.4,0.5,0.047619047619047616,1.0,0.26666666666666666,0.3125,0.3333333333333333,0.15217391304347827,0.4978307024831533,True,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False
0,0.18032786885245902,0.0,0.09016393442622951,0.4,0.8,0.5,0.14285714285714285,0.0,0.06666666666666667,0.0625,0.06666666666666667,0.2391304347826087,0.7140527400843103,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
1,0.0,1.0,0.07377049180327869,0.4,0.4,0.0,0.047619047619047616,1.0,0.2,0.0625,0.0,0.043478260869565216,0.3791808978737807,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True
0,0.0,0.0,0.22131147540983606,0.6,0.4,0.25,0.047619047619047616,0.0,0.06666666666666667,0.0625,0.0,0.043478260869565216,0.3970583710268008,False,True,False,False,False,True,False,False,True,False,False,True,False,False,True,False
1,0.19672131147540983,0.0,0.01639344262295082,0.8,0.8,0.5,0.47619047619047616,1.0,0.2,0.0625,0.06666666666666667,0.021739130434782608,0.5502015446629127,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True
0,0.14754098360655737,0.5,0.05737704918032787,0.4,0.4,0.5,0.38095238095238093,0.0,0.4,0.125,0.06666666666666667,0.043478260869565216,0.3774577679313209,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False
1,0.0,0.0,0.00819672131147541,0.6,0.6,0.5,0.0,1.0,0.2,0.0625,0.0,0.043478260869565216,0.4224745376780824,False,True,False,False,False,True,False,False,True,False,False,False,True,False,False,True
1,0.0,1.0,0.04918032786885246,0.4,0.6,0.5,0.047619047619047616,1.0,0.0,0.0625,0.0,0.06521739130434782,0.4844456752515462,True,False,False,False,False,False,True,False,True,False,True,False,False,False,False,True
0,0.19672131147540983,0.0,0.02459016393442623,0.6,0.6,0.5,0.047619047619047616,0.0,0.0,0.0625,0.6666666666666666,0.21739130434782608,0.4477983937967322,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,True
0,0.21311475409836064,0.0,0.13114754098360656,0.6,0.6,0.5,0.047619047619047616,0.0,0.13333333333333333,0.375,0.8666666666666667,0.2608695652173913,0.6287885781100957,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
0,0.3114754098360656,0.0,0.22131147540983606,0.8,0.8,0.0,0.047619047619047616,0.0,0.2,0.0625,0.2,0.1956521739130435,0.566355887873473,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False
0,0.2459016393442623,0.0,0.11475409836065574,0.6,0.6,0.0,0.19047619047619047,1.0,0.06666666666666667,0.125,0.06666666666666667,0.021739130434782608,0.5312778854733992,True,False,False,False,False,True,False,False,True,False,False,False,True,False,True,False
0,0.5081967213114754,0.0,0.03278688524590164,0.8,0.8,0.25,0.19047619047619047,1.0,0.2,0.0625,0.26666666666666666,0.08695652173913043,0.806978676266962,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True
0,0.13114754098360656,0.0,0.1721311475409836,0.6,0.8,0.0,0.09523809523809523,0.0,0.13333333333333333,0.125,0.5333333333333333,0.17391304347826086,0.47475306932520994,True,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False
1,0.14754098360655737,0.0,0.00819672131147541,0.4,0.4,0.5,0.0,0.0,0.2,0.0,0.0,0.10869565217391304,0.3710268008246408,False,True,False,True,False,False,False,False,True,False,False,True,False,False,False,True
0,0.0,0.0,0.02459016393442623,0.4,0.4,0.0,0.0,0.0,0.4666666666666667,0.125,0.06666666666666667,0.043478260869565216,0.43776731591741286,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False
0,0.36065573770491804,0.0,0.04918032786885246,0.6,0.4,0.5,0.09523809523809523,0.0,0.2,0.0,0.0,0.043478260869565216,0.5123542262838856,True,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False
0,0.0,0.0,0.04918032786885246,0.6,0.4,0.0,0.047619047619047616,0.0,0.26666666666666666,0.0,0.0,0.0,0.3400412320379088,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,True
0,0.03278688524590164,1.0,0.02459016393442623,0.4,0.4,0.25,0.047619047619047616,0.0,0.4666666666666667,0.0,0.0,0.1956521739130435,0.4478291639742761,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,True
0,0.03278688524590164,0.0,0.03278688524590164,0.8,0.8,0.75,0.047619047619047616,0.0,0.4666666666666667,0.0625,0.06666666666666667,0.10869565217391304,0.4831225576171574,True,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False
0,0.09836065573770492,1.0,0.03278688524590164,0.6,0.6,0.75,0.047619047619047616,1.0,0.2,0.0625,0.06666666666666667,0.06521739130434782,0.5101080033231792,True,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False
1,0.01639344262295082,0.0,0.13934426229508196,0.6,0.6,0.5,0.38095238095238093,1.0,0.13333333333333333,0.0625,0.4666666666666667,0.17391304347826086,0.8034093356718669,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False
0,0.26229508196721313,0.0,0.03278688524590164,0.6,0.6,0.5,0.047619047619047616,1.0,0.26666666666666666,0.0625,0.13333333333333333,0.2391304347826087,0.9342133604110896,False,False,False,False,False,True,False,False,True,True,False,False,False,False,True,False
1,0.01639344262295082,0.0,0.03278688524590164,0.6,1.0,0.0,0.2857142857142857,1.0,0.2,0.125,0.13333333333333333,0.06521739130434782,0.4912151143112095,True,False,False,False,True,False,False,False,True,False,False,False,True,False,True,False
1,0.3442622950819672,0.0,0.03278688524590164,0.6,0.6,0.75,0.38095238095238093,1.0,0.26666666666666666,0.375,0.8666666666666667,0.1956521739130435,0.9768300563094248,True,False,False,False,False,True,False,False,True,False,False,False,False,True,False,True
1,0.0,0.0,0.09016393442622951,0.4,0.8,0.0,0.3333333333333333,0.0,0.13333333333333333,0.0,0.0,0.06521739130434782,0.41256654050893876,False,True,False,False,False,False,False,False,True,False,False,True,False,False,True,False
0,0.14754098360655737,0.0,0.00819672131147541,0.6,0.6,1.0,0.047619047619047616,0.0,0.06666666666666667,0.0,0.13333333333333333,0.043478260869565216,0.3759500292316687,False,True,False,False,False,True,False,False,True,False,False,True,False,False,False,False
0,0.2786885245901639,0.0,0.04918032786885246,0.4,0.6,0.5,0.14285714285714285,0.0,0.2,0.0,0.0,0.06521739130434782,0.40499707683313335,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,True
0,0.09836065573770492,0.0,0.05737704918032787,0.6,0.2,0.0,0.19047619047619047,0.0,0.4666666666666667,0.125,0.06666666666666667,0.06521739130434782,0.48653804732453304,True,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False
0,0.26229508196721313,0.0,0.22950819672131148,0.6,0.6,1.0,0.19047619047619047,1.0,0.4666666666666667,0.0625,0.06666666666666667,0.021739130434782608,0.7905166312809625,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
0,0.01639344262295082,0.0,0.09016393442622951,0.4,0.4,0.5,0.14285714285714285,0.0,0.13333333333333333,0.0625,0.0,0.15217391304347827,0.4203206252500077,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,True
1,0.04918032786885246,1.0,0.1885245901639344,0.6,0.6,0.5,0.09523809523809523,1.0,0.06666666666666667,0.0625,0.0,0.0,0.5040155081694822,True,False,False,False,False,False,True,False,True,False,True,False,False,False,True,False
1,0.01639344262295082,0.0,0.2540983606557377,0.6,0.8,0.5,0.09523809523809523,0.0,0.8,0.1875,0.2,0.1956521739130435,0.5233391796670667,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True
1,0.0,1.0,0.08196721311475409,0.6,0.4,1.0,0.14285714285714285,1.0,0.4,0.0,0.0,0.06521739130434782,0.5607557155604788,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True
1,0.14754098360655737,1.0,0.03278688524590164,0.8,1.0,0.75,0.14285714285714285,1.0,0.26666666666666666,0.0625,0.06666666666666667,0.2608695652173913,0.9638450413858888,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True
1,0.01639344262295082,0.0,0.09016393442622951,0.6,0.8,1.0,0.047619047619047616,1.0,0.8,0.125,0.06666666666666667,0.06521739130434782,0.45604480137850395,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,True
0,0.4262295081967213,0.0,0.20491803278688525,0.4,0.0,0.0,0.14285714285714285,0.0,0.26666666666666666,0.0,0.0,0.043478260869565216,0.523246869134435,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False
0,0.09836065573770492,0.0,0.23770491803278687,0.6,0.4,0.5,0.047619047619047616,1.0,0.06666666666666667,0.25,0.26666666666666666,0.15217391304347827,0.46792208991045875,True,False,False,False,False,True,False,False,True,False,True,False,False,False,True,False
0,0.26229508196721313,0.0,0.03278688524590164,0.6,0.6,0.25,0.09523809523809523,0.0,0.2,0.1875,0.13333333333333333,0.06521739130434782,0.5104464752761623,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False
0,0.16393442622950818,0.5,0.07377049180327869,0.4,0.4,0.75,0.09523809523809523,0.0,0.13333333333333333,0.1875,0.2,0.15217391304347827,0.43296716822056064,False,True,False,False,False,False,False,True,True,False,True,False,False,False,True,False
1,0.3114754098360656,1.0,0.03278688524590164,0.6,0.6,0.0,0.23809523809523808,0.0,0.4,0.125,0.4666666666666667,0.08695652173913043,0.5434013354257053,True,False,False,False,True,False,False,False,True,False,True,False,False,False,False,True
0,0.39344262295081966,0.0,0.00819672131147541,0.2,0.6,1.0,0.14285714285714285,0.0,0.6,0.25,0.7333333333333333,0.17391304347826086,0.5379857841779747,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
1,0.01639344262295082,1.0,0.02459016393442623,0.6,0.6,0.75,0.09523809523809523,1.0,0.06666666666666667,0.1875,0.13333333333333333,0.06521739130434782,0.4554601680051694,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True
1,0.0,0.0,0.06557377049180328,0.6,0.4,0.5,0.047619047619047616,0.0,0.4666666666666667,0.0625,0.0,0.021739130434782608,0.4579525523862273,False,True,False,False,False,True,False,False,True,False,True,False,False,False,False,False
1,0.01639344262295082,1.0,0.01639344262295082,0.6,1.0,0.5,0.09523809523809523,0.0,0.13333333333333333,0.125,0.06666666666666667,0.021739130434782608,0.42644389058124865,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True
0,0.19672131147540983,0.0,0.20491803278688525,0.4,0.4,0.0,0.3333333333333333,0.0,0.13333333333333333,0.0,0.0,0.15217391304347827,0.4341056647896859,False,True,False,False,False,True,False,False,True,False,True,False,False,False,False,True
0,0.21311475409836064,0.0,0.13934426229508196,0.6,0.4,0.5,0.42857142857142855,0.0,0.3333333333333333,0.0625,0.0,0.0,0.41675128465491246,False,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False
1,0.13114754098360656,1.0,0.22131147540983606,0.6,0.4,1.0,0.09523809523809523,0.0,0.2,0.0,0.0,0.0,0.43958275639250444,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False
1,0.0,1.0,0.22950819672131148,0.4,0.4,0.0,0.047619047619047616,1.0,0.4666666666666667,0.0,0.4,0.15217391304347827,0.486568817502077,True,False,False,False,False,True,False,False,True,False,True,False,False,False,False,True
0,0.14754098360655737,0.0,0.22950819672131148,0.6,0.4,0.75,0.09523809523809523,0.0,0.26666666666666666,0.0,0.0,0.043478260869565216,0.37881165574325365,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True
1,0.01639344262295082,1.0,0.02459016393442623,0.6,1.0,0.5,0.09523809523809523,0.0,0.13333333333333333,0.0625,0.06666666666666667,0.021739130434782608,0.42644389058124865,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True
1,0.14754098360655737,0.0,0.08196721311475409,0.4,0.4,1.0,0.14285714285714285,0.0,0.2,0.0625,0.0,0.0,0.3697959937228838,True,False,False,False,False,True,False,False,True,False,False,True,False,False,False,True
0,0.45901639344262296,0.0,0.1557377049180328,0.6,0.6,0.5,0.42857142857142855,0.0,0.06666666666666667,0.125,0.06666666666666667,0.1956521739130435,0.7150681559432597,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
1,0.01639344262295082,0.0,0.21311475409836064,0.6,0.8,0.5,0.2857142857142857,1.0,0.26666666666666666,0.0625,0.06666666666666667,0.08695652173913043,0.4470291393581341,False,True,False,False,False,True,False,False,True,False,False,False,True,False,False,True
0,0.14754098360655737,0.0,0.03278688524590164,0.6,0.4,0.75,0.047619047619047616,0.0,0.2,0.0625,0.0,0.0,0.35333394873688423,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True
0,0.18032786885245902,0.0,0.09836065573770492,0.8,0.6,0.75,0.09523809523809523,0.0,0.06666666666666667,0.125,0.4666666666666667,0.17391304347826086,0.505738638111942,True,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False
1,0.0,0.0,0.1885245901639344,0.6,0.4,0.5,0.047619047619047616,1.0,0.26666666666666666,0.1875,0.3333333333333333,0.15217391304347827,0.4978307024831533,True,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False
1,0.0,1.0,0.22131147540983606,0.6,0.4,0.0,0.047619047619047616,1.0,0.0,0.0,0.0,0.17391304347826086,0.48053786270346777,False,False,False,False,False,False,True,False,True,False,True,False,False,False,True,False
1,0.14754098360655737,0.0,0.07377049180327869,0.4,0.6,0.75,0.047619047619047616,0.0,0.06666666666666667,0.0,0.0,0.0,0.34650296932213304,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True
1,0.0,1.0,0.07377049180327869,0.6,0.8,1.0,0.0,0.0,0.6666666666666666,0.0625,0.0,0.0,0.37924243822886855,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True
